type,secteur,etage,surface habitable,surface totale,nbr chambre,nbr salleBain,salon,age de bien,prix
"appartements, à vendre",beauséjour,4,119,None,3,2,1,None,1 950 000 DH
"appartements, à vendre",aïn chock,2,None,2,2,1,1,None,670 000 DH
"appartements, à vendre",sidi bernoussi,6,50,None,3,None,None,None,250 000 DH
None,None,None,None,None,None,None,None,None,None
"appartements, à vendre",sidi bernoussi,4,64,None,2,None,None,neuf,8 500 DH
"appartements, à vendre",sidi bernoussi,rez de chaussée,49,100,3,None,None,neuf,7 200 DH
"appartements, à vendre",sidi moumen,4,65,65,2,1,1,6-10 ans,420 000 DH
"appartements, à vendre",oulfa,1,83,83,2,0,1,None,740 000 DH
None,None,None,None,None,None,None,None,None,None
"appartements, à vendre",maarif,5,127,127,3,2,1,6-10 ans,1 750 000 DH
"appartements, à vendre",beauséjour,4,119,None,3,2,1,None,1 950 000 DH
"appartements, à vendre",aïn chock,2,None,2,2,1,1,None,670 000 DH
None,None,None,None,None,None,None,None,None,None
"appartements, à vendre",sidi bernoussi,6,50,None,3,None,None,None,250 000 DH
"appartements, à vendre",sidi bernoussi,4,64,None,2,None,None,neuf,8 500 DH
"appartements, à vendre",sidi bernoussi,rez de chaussée,49,100,3,None,None,neuf,7 200 DH
"appartements, à vendre",sidi moumen,4,65,65,2,1,1,6-10 ans,420 000 DH
None,None,None,None,None,None,None,None,None,None
"appartements, à vendre",oulfa,1,83,83,2,0,1,None,740 000 DH
"appartements, à vendre",autre secteur,3,56,56,1,1,1,1-5 ans,600 000 DH
"appartements, à vendre",aïn sebaâ,4,108,108,4,2,1,None,1 250 000 DH
None,None,None,None,None,None,None,None,None,None
"appartements, à vendre",bourgogne,2,56,None,1,1,1,1-5 ans,1 250 000 DH
"appartements, à vendre",aïn sebaâ,1,109,122,3,2,1,neuf,1 070 000 DH
"appartements, à vendre",aïn chock,rez de chaussée,176,190,2,2,2,neuf,None
"appartements, à vendre",maarif,4,69,76,3,2,1,6-10 ans,1 254 000 DH
None,None,None,None,None,None,None,None,None,None
"appartements, à vendre",racine,3,250,250,5,3,3,11-20 ans,3 500 000 DH
"appartements, à vendre",quartier des hôpitaux,3,92,92,2,2,2,11-20 ans,1 104 000 DH
"appartements, à vendre",maarif,1,70,76,2,2,1,neuf,1 330 000 DH
"appartements, à vendre",quartier des hôpitaux,1,181,181,3,3,2,6-10 ans,2 550 000 DH
None,None,None,None,None,None,None,None,None,None
"appartements, à vendre",oulfa,2,57,57,2,1,1,11-20 ans,360 000 DH
"appartements, à vendre",oulfa,3,50,50,2,1,1,6-10 ans,300 000 DH
"appartements, à vendre",maarif,3,33,None,1,1,1,None,740 000 DH
None,None,None,None,None,None,None,None,None,None
"appartements, à vendre",centre ville,3,81,81,2,2,1,neuf,800 000 DH
"appartements, à vendre",sidi bernoussi,3,111,111,3,2,1,None,1 050 000 DH
"appartements, à vendre",mers sultan,3,108,108,2,2,1,None,1 300 000 DH
"appartements, à vendre",centre ville,3,80,85,2,1,1,None,850 000 DH
"appartements, à vendre",maarif,3,104,118,3,2,1,neuf,1 845 000 DH
"appartements, à vendre",mers sultan,4,98,None,2,2,2,None,1 050 000 DH
"appartements, à vendre",quartier des hôpitaux,7+,108,128,2,2,1,None,1 250 000 DH
"appartements, à vendre",2 mars,4,145,145,3,2,2,None,1 500 000 DH
"appartements, à vendre",roches noires,1,110,110,3,2,1,6-10 ans,960 000 DH
"appartements, à vendre",sidi moumen,1,77,77,4,1,1,1-5 ans,924 000 DH
"appartements, à vendre",palmier,4,46,None,1,2,1,neuf,1 060 000 DH
"appartements, à vendre",triangle d'or,5,68,68,2,1,1,11-20 ans,1 580 000 DH
None,None,None,None,None,None,None,None,None,None
None,None,None,None,None,None,None,None,None,None
"appartements, à vendre",ben m'sick,1,47,47,1,1,1,neuf,370 000 DH
"appartements, à vendre",palmier,3,34,34,1,1,1,neuf,800 000 DH
None,None,None,None,None,None,None,None,None,None
"appartements, à vendre",la gironde,2,90,90,2,2,2,21+ ans,890 000 DH
"appartements, à vendre",aïn sebaâ,2,89,109,2,2,1,neuf,657 000 DH
"appartements, à vendre",centre ville,1,74,74,2,1,1,11-20 ans,870 000 DH
"appartements, à vendre",oasis,2,66,69,2,2,1,neuf,1 280 000 DH
None,None,None,None,None,None,None,None,None,None
"appartements, à vendre",californie,2,71,71,2,2,1,neuf,1 060 000 DH
"appartements, à vendre",sbata,2,87,87,3,2,1,neuf,739 000 DH
"appartements, à vendre",aïn chock,2,85,88,2,2,2,neuf,1 290 000 DH
"appartements, à vendre",maarif,1,1,None,2,1,1,None,None
None,None,None,None,None,None,None,None,None,None
"appartements, à vendre",oulfa,4,54,54,2,1,2,1-5 ans,285 000 DH
"appartements, à vendre",aïn chock,4,72,72,3,2,2,11-20 ans,None
"appartements, à vendre",None,1,91,91,2,2,1,neuf,910 000 DH
"appartements, à vendre",sidi maarouf,1,70,70,2,1,1,11-20 ans,480 000 DH
None,None,None,None,None,None,None,None,None,None
"appartements, à vendre",sidi moumen,3,62,62,2,1,1,None,38 DH
"appartements, à vendre",sidi maarouf,4,92,92,2,1,2,11-20 ans,None
"appartements, à vendre",palmier,4,86,86,2,2,1,21+ ans,1 180 000 DH
"appartements, à vendre",beauséjour,1,140,141,3,3,2,neuf,2 170 000 DH
"appartements, à vendre",gauthier,3,124,None,2,1,1,21+ ans,1 800 000 DH
"appartements, à vendre",californie,rez de chaussée,198,None,3,2,2,1-5 ans,2 300 000 DH
"appartements, à vendre",racine,4,217,None,4,2,3,11-20 ans,3 000 000 DH
"appartements, à vendre",maarif,2,131,None,3,3,2,None,1 780 000 DH
"appartements, à vendre",derb omar,3,200,None,4,3,4,21+ ans,2 200 000 DH
None,None,None,None,None,None,None,None,None,None
"appartements, à vendre",maarif,3,80,85,2,2,1,neuf,1 495 000 DH
"appartements, à vendre",None,2,96,117,3,2,1,6-10 ans,1 200 000 DH
None,None,None,None,None,None,None,None,None,None
"appartements, à vendre",belvédère,4,148,150,3,2,2,6-10 ans,1 500 000 DH
"appartements, à vendre",centre ville,rez de chaussée,38,38,1,1,None,None,857 500 DH
None,None,None,None,None,None,None,None,None,None
"appartements, à vendre",maarif,5,200,200,3,2,None,None,2 700 000 DH
"appartements, à vendre",sidi moumen,2,131,131,3,2,1,6-10 ans,None
"appartements, à vendre",bourgogne,2,112,112,2,2,None,None,1 250 000 DH
None,None,None,None,None,None,None,None,None,None
"appartements, à vendre",belvédère,3,86,86,2,2,None,None,1 075 000 DH
"appartements, à vendre",bourgogne,5,95,None,3,2,2,21+ ans,1 600 000 DH
"appartements, à vendre",maarif,1,94,94,2,1,None,None,1 034 000 DH
None,None,None,None,None,None,None,None,None,None
"appartements, à vendre",gauthier,2,36,36,1,1,None,None,1 200 000 DH
"appartements, à vendre",oulfa,2,50,50,2,1,1,11-20 ans,360 000 DH
"appartements, à vendre",maarif,1,107,107,2,1,None,None,1 177 000 DH
"appartements, à vendre",maarif,1,108,108,2,1,None,None,1 188 000 DH
None,None,None,None,None,None,None,None,None,None
"appartements, à vendre",racine,4,217,217,4,2,None,None,2 980 000 DH
"appartements, à vendre",sidi moumen,2,10,10,2,1,1,21+ ans,None
"appartements, à vendre",oulfa,rez de chaussée,99,99,3,2,None,None,850 000 DH
"appartements, à vendre",hay hassani,rez de chaussée,198,209,3,4,1,6-10 ans,1 550 000 DH
"appartements, à vendre",oulfa,rez de chaussée,85,85,2,2,None,None,748 000 DH
"appartements, à vendre",oasis,2,44,44,1,1,1,neuf,860 000 DH
"appartements, à vendre",beauséjour,1,183,183,3,3,None,None,2 100 000 DH
"appartements, à vendre",sidi maarouf,2,135,135,3,1,None,None,1 400 000 DH
"appartements, à vendre",gauthier,3,164,214,3,2,1,11-20 ans,2 450 000 DH
"appartements, à vendre",maarif,5,134,134,3,2,None,None,1 750 000 DH
"appartements, à vendre",None,2,183,200,3,2,3,1-5 ans,2 500 000 DH
"appartements, à vendre",sidi maarouf,rez de chaussée,62,80,2,2,1,neuf,750 000 DH
"appartements, à vendre",sidi othmane,1,82,81,2,2,2,neuf,400 000 DH
None,None,None,None,None,None,None,None,None,None
"appartements, à vendre",oulfa,4,118,118,2,1,None,None,1 450 000 DH
"appartements, à vendre",racine,1,201,287,3,2,2,11-20 ans,5 000 000 DH
None,None,None,None,None,None,None,None,None,None
"appartements, à vendre",aïn diab,rez de chaussée,162,350,3,2,3,11-20 ans,4 900 000 DH
"appartements, à vendre",maarif,2,38,None,1,1,1,neuf,760 000 DH
"appartements, à vendre",belvédère,5,121,121,3,2,None,None,1 390 000 DH
"appartements, à vendre",californie,3,90,90,3,2,1,neuf,1 350 000 DH
None,None,None,None,None,None,None,None,None,None
"appartements, à vendre",sidi maarouf,1,82,82,3,2,1,neuf,950 000 DH
"appartements, à vendre",centre ville,rez de chaussée,39,39,1,1,None,None,880 000 DH
"appartements, à vendre",bourgogne,6,112,112,3,2,None,None,1 600 000 DH
None,None,None,None,None,None,None,None,None,None
"appartements, à vendre",val fleuri,2,96,96,2,2,None,None,1 294 000 DH
"appartements, à vendre",sidi maarouf,3,84,None,3,2,1,neuf,960 000 DH
"appartements, à vendre",maarif,2,45,45,1,1,1,neuf,820 000 DH
None,None,None,None,None,None,None,None,None,None
"appartements, à vendre",les princesses,3,153,153,3,2,None,None,2 200 000 DH
"appartements, à vendre",belvédère,1,148,152,3,2,2,11-20 ans,1 650 000 DH
None,None,None,None,None,None,None,None,None,None
"appartements, à vendre",maarif,4,80,85,2,2,2,None,990 000 DH
"appartements, à vendre",maarif,rez de chaussée,100,124,2,2,2,None,1 550 000 DH
"appartements, à vendre",ferme bretone,2,95,110,2,2,2,None,1 900 000 DH
None,None,None,None,None,None,None,None,None,None
"appartements, à vendre",beauséjour,5,91,91,2,2,None,None,1 225 000 DH
"appartements, à vendre",maarif,2,120,None,3,2,1,neuf,None
"appartements, à vendre",oulfa,3,96,96,3,2,2,1-5 ans,1 100 000 DH
"appartements, à vendre",aïn borja,1,69,69,3,1,1,None,440 000 DH
"appartements, à vendre",belvédère,2,94,None,2,1,1,11-20 ans,1 000 000 DH
"appartements, à vendre",hay hassani,3,98,115,3,1,2,11-20 ans,None
"appartements, à vendre",oulfa,rez de chaussée,50,55,1,1,1,neuf,380 000 DH
"appartements, à vendre",les princesses,2,90,90,2,2,1,neuf,2 070 000 DH
"appartements, à vendre",sidi maarouf,2,132,140,3,3,1,neuf,1 280 000 DH
"appartements, à louer",riviera,1,50,None,1,1,1,None,7 000 DH
"appartements, à vendre",ferme bretone,1,127,127,3,2,2,1-5 ans,2 100 000 DH
"appartements, à vendre",californie,4,116,116,3,2,1,neuf,14 000 DH
"appartements, à vendre",ferme bretone,1,49,55,1,1,1,neuf,1 390 000 DH
"appartements, à vendre",sidi maarouf,1,86,88,3,2,1,neuf,1 080 000 DH
None,None,None,None,None,None,None,None,None,None
"appartements, à vendre",sidi maarouf,rez de chaussée,62,80,2,2,1,neuf,750 000 DH
"appartements, à vendre",centre ville,5,67,67,1,1,1,None,900 000 DH
"appartements, à vendre",sidi maarouf,4,126,93,3,2,1,neuf,1 550 000 DH
"appartements, à vendre",sidi maarouf,2,133,149,4,2,1,11-20 ans,1 350 000 DH
None,None,None,None,None,None,None,None,None,None
"appartements, à vendre",maarif,5,113,None,2,2,2,neuf,1 650 000 DH
"appartements, à vendre",racine,4,113,125,3,2,2,21+ ans,17 900 000 DH
None,None,None,None,None,None,None,None,None,None
"appartements, à vendre",bourgogne,2,69,74,2,2,2,neuf,18 500 DH
"appartements, à vendre",None,1,70,70,3,1,1,1-5 ans,420 000 DH
"appartements, à vendre",ben ejdia,3,200,None,3,3,2,6-10 ans,2 400 000 DH
"appartements, à vendre",californie,1,153,None,3,3,2,None,None
None,None,None,None,None,None,None,None,None,None
"appartements, à vendre",maarif,3,112,112,2,1,1,21+ ans,1 500 000 DH
"appartements, à vendre",aïn chock,2,62,None,2,1,1,None,780 000 DH
None,None,None,None,None,None,None,None,None,None
"appartements, à vendre",ferme bretone,2,110,125,3,2,2,None,2 200 000 DH
"appartements, à vendre",aïn sebaâ,2,57,57,2,2,1,6-10 ans,350 000 DH
"appartements, à vendre",aïn sebaâ,4,56,56,2,1,1,6-10 ans,330 000 DH
None,None,None,None,None,None,None,None,None,None
"appartements, à vendre",maarif,4,78,93,3,2,1,11-20 ans,1 600 000 DH
"appartements, à vendre",riviera,3,142,142,3,2,None,None,1 850 000 DH
"appartements, à vendre",maarif,7+,108,114,2,2,1,6-10 ans,1 990 000 DH
"appartements, à vendre",maarif,4,54,54,1,1,None,None,900 000 DH
"appartements, à vendre",2 mars,5,139,None,3,2,2,21+ ans,1 600 000 DH
"appartements, à vendre",maarif,5,124,None,2,2,1,11-20 ans,2 100 000 DH
"appartements, à vendre",quartier des hôpitaux,3,159,None,3,2,2,6-10 ans,2 550 000 DH
"appartements, à vendre",hay mansour,2,163,163,3,3,2,11-20 ans,2 400 000 DH
"appartements, à vendre",2 mars,5,147,None,3,2,1,11-20 ans,1 780 000 DH
"appartements, à vendre",californie,3,161,200,3,2,1,11-20 ans,2 300 000 DH
None,None,None,None,None,None,None,None,None,None
"appartements, à vendre",laimoune,3,80,80,2,2,1,neuf,1 314 000 DH
"appartements, à vendre",lissasfa,1,50,50,2,1,1,6-10 ans,300 000 DH
"appartements, à vendre",gauthier,1,178,None,3,2,2,11-20 ans,2 200 000 DH
"appartements, à vendre",triangle d'or,3,128,None,3,3,1,11-20 ans,3 190 000 DH
None,None,None,None,None,None,None,None,None,None
"appartements, à vendre",aïn borja,3,91,91,3,2,3,11-20 ans,850 000 DH
"appartements, à vendre",californie,3,157,165,3,2,2,6-10 ans,2 600 000 DH
None,None,None,None,None,None,None,None,None,None
"appartements, à vendre",oulfa,rez de chaussée,60,None,2,1,1,None,60 000 DH
"appartements, à vendre",maarif,1,130,136,3,2,2,21+ ans,9 300 DH
"appartements, à vendre",oasis,1,115,115,3,3,1,6-10 ans,2 380 000 DH
"appartements, à vendre",aïn sebaâ,1,62,62,1,1,1,neuf,651 000 DH
None,None,None,None,None,None,None,None,None,None
"appartements, à vendre",sidi bernoussi,2,84,140,1,1,2,1-5 ans,1 100 000 DH
"appartements, à vendre",sidi bernoussi,1,115,141,2,2,1,1-5 ans,1 250 000 DH
"appartements, à vendre",sidi moumen,1,54,None,2,1,1,6-10 ans,350 000 DH
None,None,None,None,None,None,None,None,None,None
"appartements, à vendre",sidi bernoussi,3,60,60,2,2,1,6-10 ans,320 000 DH
"appartements, à vendre",oasis,1,115,None,2,2,1,None,1 800 000 DH
"appartements, à vendre",aïn borja,2,54,58,2,1,1,1-5 ans,590 000 DH
"appartements, à vendre",belvédère,6,159,171,3,2,2,6-10 ans,1 800 000 DH
None,None,None,None,None,None,None,None,None,None
"appartements, à vendre",racine,2,174,None,3,3,1,None,None
"appartements, à vendre",al fida,6,70,67,2,1,1,1-5 ans,690 000 DH
"appartements, à vendre",belvédère,1,78,90,2,2,1,1-5 ans,950 000 DH
"appartements, à vendre",sidi moumen,2,74,74,3,1,1,11-20 ans,420 000 DH
"appartements, à vendre",sidi moumen,2,60,60,2,1,1,11-20 ans,380 000 DH
"appartements, à vendre",sidi moumen,1,59,59,2,1,1,11-20 ans,360 000 DH
"appartements, à vendre",sidi moumen,1,67,67,2,1,1,11-20 ans,None
"appartements, à vendre",aïn sebaâ,3,62,119,1,1,1,neuf,870 000 DH
"appartements, à vendre",gauthier,1,296,296,5,3,None,None,4 200 000 DH
"appartements, à vendre",sidi maarouf,1,86,88,3,2,1,neuf,1 080 000 DH
"appartements, à vendre",sidi maarouf,2,132,140,3,3,1,neuf,1 280 000 DH
"appartements, à vendre",aïn chock,3,127,127,3,3,2,1-5 ans,1 650 000 DH
"appartements, à vendre",oasis,5,133,None,3,2,2,6-10 ans,2 200 000 DH
"appartements, à vendre",belvédère,6,75,99,2,1,2,neuf,1 150 000 DH
"appartements, à vendre",californie,rez de chaussée,48,None,1,1,1,1-5 ans,750 000 DH
None,None,None,None,None,None,None,None,None,None
"appartements, à vendre",quartier des hôpitaux,1,202,None,3,2,3,21+ ans,2 150 000 DH
"appartements, à vendre",beauséjour,3,None,74,2,2,1,1-5 ans,None
None,None,None,None,None,None,None,None,None,None
"appartements, à vendre",sidi maarouf,2,105,105,2,2,2,11-20 ans,None
"appartements, à vendre",sidi maarouf,rez de chaussée,37,46,1,1,1,neuf,450 000 DH
"appartements, à vendre",bourgogne,3,96,None,2,2,2,6-10 ans,1 450 000 DH
"appartements, à vendre",la gironde,4,66,66,2,2,1,neuf,700 000 DH
None,None,None,None,None,None,None,None,None,None
"appartements, à vendre",sidi maarouf,4,91,91,2,2,1,11-20 ans,None
"appartements, à vendre",sidi maarouf,3,60,60,2,2,1,11-20 ans,None
"appartements, à vendre",aïn sebaâ,2,54,None,2,1,1,neuf,350 000 DH
"appartements, à vendre",gauthier,3,142,None,3,1,2,21+ ans,1 900 000 DH
None,None,None,None,None,None,None,None,None,None
"appartements, à vendre",sidi maarouf,3,68,68,2,2,2,None,646 000 DH
None,None,None,None,None,None,None,None,None,None
"appartements, à vendre",sidi maarouf,2,62,62,2,2,2,neuf,632 000 DH
"appartements, à vendre",sidi maarouf,1,96,96,2,2,1,1-5 ans,975 000 DH
None,None,None,None,None,None,None,None,None,None
"appartements, à vendre",maarif,7+,150,None,2,2,1,11-20 ans,1 980 000 DH
"appartements, à vendre",californie,1,108,108,3,2,1,11-20 ans,985 000 DH
"appartements, à vendre",beauséjour,4,129,None,3,3,1,neuf,1 800 000 DH
"appartements, à vendre",sidi moumen,2,43,None,1,1,1,None,280 000 DH
"appartements, à vendre",maarif,4,131,None,3,2,2,11-20 ans,2 100 000 DH
"appartements, à vendre",maarif,4,104,None,3,2,2,11-20 ans,1 850 000 DH
"appartements, à vendre",maarif,4,104,None,3,2,2,11-20 ans,1 850 000 DH
"appartements, à vendre",maarif,4,146,None,3,2,2,6-10 ans,1 700 000 DH
"appartements, à vendre",maarif,2,131,None,3,2,1,11-20 ans,1 710 000 DH
None,None,None,None,None,None,None,None,None,None
"appartements, à vendre",quartier des hôpitaux,5,160,None,3,2,2,21+ ans,2 120 000 DH
None,None,None,None,None,None,None,None,None,None
"appartements, à vendre",maarif,2,91,None,3,1,1,21+ ans,1 150 000 DH
"appartements, à vendre",palmier,1,129,None,4,2,1,21+ ans,1 550 000 DH
None,None,None,None,None,None,None,None,None,None
"appartements, à vendre",beauséjour,4,146,146,3,2,2,11-20 ans,1 850 000 DH
None,None,None,None,None,None,None,None,None,None
"appartements, à vendre",sidi bernoussi,2,105,None,3,2,1,1-5 ans,8 500 DH
"appartements, à vendre",maarif,2,94,98,2,1,2,None,1 300 000 DH
"appartements, à vendre",belvédère,3,100,None,2,2,2,11-20 ans,1 050 000 DH
None,None,None,None,None,None,None,None,None,None
"appartements, à vendre",californie,4,106,None,3,1,1,21+ ans,1 400 000 DH
None,None,None,None,None,None,None,None,None,None
"appartements, à vendre",casablanca finance city,5,100,100,2,2,2,None,2 300 000 DH
"appartements, à vendre",palmier,6,155,155,3,2,2,1-5 ans,None
"appartements, à vendre",anfa,rez de chaussée,311,311,3,3,4,None,2 400 000 DH
"appartements, à vendre",sidi othmane,1,82,81,2,2,2,neuf,400 000 DH
"appartements, à vendre",racine,4,217,None,4,2,3,11-20 ans,3 000 000 DH
"appartements, à vendre",racine,7+,93,None,3,1,1,11-20 ans,1 500 000 DH
"appartements, à vendre",sidi maarouf,2,132,140,3,3,1,neuf,1 280 000 DH
"appartements, à vendre",sidi othmane,3,65,None,2,1,1,None,460 000 DH
"appartements, à vendre",racine,1,184,None,3,3,2,11-20 ans,2 900 000 DH
"appartements, à vendre",mers sultan,3,108,108,2,2,1,11-20 ans,None
"appartements, à vendre",hay mohammadi,rez de chaussée,81,None,3,1,1,21+ ans,850 000 DH
None,None,None,None,None,None,None,None,None,None
"appartements, à vendre",val fleuri,1,269,None,3,2,3,11-20 ans,3 950 000 DH
"appartements, à vendre",derb ghallef,3,116,None,3,2,2,11-20 ans,1 400 000 DH
"appartements, à vendre",sidi bernoussi,2,85,85,3,2,1,21+ ans,750 000 DH
None,None,None,None,None,None,None,None,None,None
"appartements, à vendre",sidi bernoussi,4,62,62,2,2,1,11-20 ans,380 000 DH
"appartements, à vendre",bourgogne,1,125,140,3,2,1,6-10 ans,2 400 000 DH
None,None,None,None,None,None,None,None,None,None
"appartements, à vendre",hay mohammadi,2,105,141,2,1,1,21+ ans,850 000 DH
"appartements, à vendre",maarif,4,105,105,2,2,1,neuf,1 457 000 DH
"appartements, à vendre",aïn diab,rez de chaussée,460,None,4,4,4,11-20 ans,None
"appartements, à vendre",maarif,4,58,58,1,1,1,neuf,900 000 DH
None,None,None,None,None,None,None,None,None,None
"appartements, à vendre",maarif,3,142,142,3,3,2,neuf,1 800 000 DH
"appartements, à vendre",quartier des hôpitaux,4,105,None,3,1,1,6-10 ans,1 600 000 DH
None,None,None,None,None,None,None,None,None,None
"appartements, à vendre",ferme bretone,1,91,91,2,2,1,1-5 ans,1 550 000 DH
"appartements, à vendre",quartier des hôpitaux,5,163,185,3,2,3,11-20 ans,2 150 000 DH
"appartements, à vendre",val fleuri,3,101,None,2,2,2,11-20 ans,1 600 000 DH
"appartements, à vendre",californie,rez de chaussée,198,None,3,2,2,1-5 ans,2 300 000 DH
None,None,None,None,None,None,None,None,None,None
"appartements, à vendre",val fleuri,5,131,None,3,2,2,11-20 ans,1 950 000 DH
"appartements, à vendre",aïn diab,rez de chaussée,95,None,2,1,2,6-10 ans,2 100 000 DH
"appartements, à vendre",gauthier,3,148,None,3,2,1,11-20 ans,2 250 000 DH
"appartements, à vendre",maarif,rez de chaussée,65,None,2,2,1,None,1 200 000 DH
"appartements, à vendre",maarif,3,80,80,2,2,1,1-5 ans,1 350 000 DH
"appartements, à vendre",gauthier,2,204,221,3,3,2,21+ ans,3 400 000 DH
"appartements, à vendre",racine,1,184,None,3,3,2,11-20 ans,2 900 000 DH
"appartements, à vendre",gauthier,2,204,221,3,3,2,21+ ans,3 400 000 DH
"appartements, à vendre",aïn sebaâ,3,97,101,3,2,1,neuf,990 000 DH
"appartements, à vendre",aïn sebaâ,4,108,108,3,2,1,neuf,1 177 000 DH
"appartements, à vendre",hay mohammadi,1,72,None,2,1,2,neuf,630 000 DH
None,None,None,None,None,None,None,None,None,None
"appartements, à vendre",bourgogne,1,103,103,2,2,1,11-20 ans,1 100 000 DH
"appartements, à vendre",aïn borja,rez de chaussée,119,119,3,2,1,21+ ans,850 000 DH
"appartements, à vendre",autre secteur,3,90,90,3,2,1,11-20 ans,None
None,None,None,None,None,None,None,None,None,None
"appartements, à vendre",belvédère,4,100,None,3,2,1,6-10 ans,1 150 000 DH
"appartements, à vendre",hay mohammadi,1,125,None,3,2,1,None,880 000 DH
"appartements, à vendre",casablanca finance city,rez de chaussée,196,None,3,2,2,1-5 ans,4 850 000 DH
"appartements, à vendre",casablanca finance city,4,96,96,3,2,1,1-5 ans,2 400 000 DH
None,None,None,None,None,None,None,None,None,None
"appartements, à vendre",maarif,3,110,110,2,1,1,None,1 550 000 DH
"appartements, à vendre",aïn sebaâ,3,56,56,2,1,1,neuf,330 000 DH
"appartements, à vendre",maarif,5,75,80,2,1,1,21+ ans,850 000 DH
"appartements, à vendre",les princesses,1,78,None,2,2,1,neuf,1 400 000 DH
None,None,None,None,None,None,None,None,None,None
"appartements, à vendre",val fleuri,1,102,133,3,2,2,6-10 ans,1 550 000 DH
"appartements, à vendre",mers sultan,2,146,None,3,2,2,11-20 ans,2 200 000 DH
"appartements, à vendre",hay mohammadi,rez de chaussée,91,151,3,2,3,21+ ans,900 000 DH
None,None,None,None,None,None,None,None,None,None
"appartements, à vendre",oulfa,3,None,91,3,2,1,None,1 000 000 DH
None,None,None,None,None,None,None,None,None,None
"appartements, à vendre",bourgogne,2,54,54,1,1,1,neuf,None
"appartements, à vendre",val fleuri,5,116,132,3,2,2,11-20 ans,2 100 000 DH
"appartements, à vendre",beauséjour,4,56,56,2,1,1,11-20 ans,650 000 DH
"appartements, à vendre",None,1,49,50,2,1,1,6-10 ans,330 000 DH
"appartements, à vendre",hay mohammadi,2,135,270,5,1,2,21+ ans,1 400 000 DH
"appartements, à vendre",maarif,3,117,117,3,2,1,1-5 ans,2 050 000 DH
"appartements, à vendre",les princesses,2,90,None,3,2,1,neuf,19 000 DH
"appartements, à vendre",maarif,5,124,None,2,2,1,11-20 ans,2 100 000 DH
"appartements, à vendre",maarif,3,117,117,3,2,1,1-5 ans,2 050 000 DH
"appartements, à vendre",les princesses,2,90,None,3,2,1,neuf,19 000 DH
"appartements, à vendre",oasis,3,144,144,3,3,2,1-5 ans,2 400 000 DH
None,None,None,None,None,None,None,None,None,None
"appartements, à vendre",aïn borja,1,50,None,2,1,None,neuf,12 000 DH
"appartements, à vendre",oulfa,3,50,50,2,1,1,6-10 ans,310 000 DH
None,None,None,None,None,None,None,None,None,None
"appartements, à vendre",sidi maarouf,4,54,54,2,1,1,11-20 ans,330 000 DH
"appartements, à vendre",bournazil,3,96,96,3,2,1,None,780 000 DH
"appartements, à vendre",bourgogne,7+,116,132,3,2,2,11-20 ans,1 650 000 DH
None,None,None,None,None,None,None,None,None,None
"appartements, à vendre",autre secteur,2,79,None,2,2,1,neuf,19 000 DH
"appartements, à vendre",californie,rez de chaussée,257,157,3,2,2,None,2 480 000 DH
"appartements, à vendre",sidi maarouf,rez de chaussée,400,400,5,4,3,1-5 ans,6 000 000 DH
"appartements, à vendre",bourgogne,2,115,None,2,2,1,None,2 190 000 DH
None,None,None,None,None,None,None,None,None,None
"appartements, à vendre",2 mars,4,105,None,3,2,1,None,2 000 000 DH
"appartements, à vendre",belvédère,8,182,182,3,2,2,neuf,1 700 000 DH
"appartements, à vendre",maarif,4,118,118,3,2,2,6-10 ans,1 600 000 DH
None,None,None,None,None,None,None,None,None,None
"appartements, à vendre",riviera,3,117,117,3,3,2,neuf,18 000 DH
"appartements, à vendre",oasis,1,88,83,2,2,1,neuf,1 300 000 DH
"appartements, à vendre",maarif,4,127,127,3,2,2,6-10 ans,1 600 000 DH
None,None,None,None,None,None,None,None,None,None
"appartements, à vendre",oulfa,3,30,30,1,1,1,None,370 000 DH
"appartements, à vendre",californie,1,124,135,3,2,2,11-20 ans,1 850 000 DH
"appartements, à vendre",hay hassani,3,30,30,1,1,1,None,370 000 DH
"appartements, à vendre",sidi maarouf,rez de chaussée,69,69,1,1,1,neuf,535 000 DH
"appartements, à vendre",beauséjour,2,150,60,3,3,2,neuf,20 000 DH
"appartements, à vendre",quartier des hôpitaux,3,81,81,2,2,1,neuf,17 000 DH
"appartements, à vendre",val fleuri,2,156,186,3,2,2,neuf,2 350 000 DH
"appartements, à vendre",californie,1,48,48,1,1,1,1-5 ans,740 000 DH
"appartements, à vendre",autre secteur,1,84,84,2,1,1,6-10 ans,None
"appartements, à vendre",ferme bretone,2,110,125,3,3,2,None,2 156 500 DH
"appartements, à vendre",bourgogne,2,128,128,3,2,2,11-20 ans,1 400 000 DH
"appartements, à vendre",oulfa,1,183,45,3,2,1,neuf,1 845 750 DH
None,None,None,None,247,3,2,None,None,2 950 000 DH
"appartements, à vendre",oulfa,3,73,73,1,2,None,None,850 000 DH
"appartements, à vendre",gauthier,7+,249,249,4,2,None,None,4 500 000 DH
None,None,None,None,None,None,None,None,None,None
"appartements, à vendre",bourgogne,1,105,None,2,2,2,6-10 ans,1 680 000 DH
"appartements, à vendre",bourgogne,4,61,None,1,1,1,neuf,1 000 000 DH
"appartements, à vendre",sidi moumen,1,77,77,4,1,1,1-5 ans,924 000 DH
None,None,None,None,None,None,None,None,None,None
"appartements, à vendre",belvédère,5,108,None,3,2,2,None,1 350 000 DH
